4	1677509334.37236	1677509334.66916	0
3	1677509334.51462	1677509334.74299	2
6	1677509334.50154	1677509334.82889	1
4	1677509334.66916	1677509334.86895	0
1	1677509334.74299	1677509334.91560	2
3	1677509334.82889	1677509334.97361	1
6	1677509334.86895	1677509335.00640	0
2	1677509334.97361	1677509335.11552	1
5	1677509335.00640	1677509335.13966	0
7	1677509334.91560	1677509335.17924	2
4	1677509335.13966	1677509335.29357	0
2	1677509335.11552	1677509335.31479	1
0	1677509335.29357	1677509335.40741	0
1	1677509335.29357	1677509335.40741	0
6	1677509335.31479	1677509335.49127	1
4	1677509335.40741	1677509335.53212	0
7	1677509335.17924	1677509335.58339	2
5	1677509335.53212	1677509335.66240	0
6	1677509335.49127	1677509335.69174	1
4	1677509335.58339	1677509335.74096	2
2	1677509335.66240	1677509335.78411	0
0	1677509335.74096	1677509335.83065	2
1	1677509335.78411	1677509335.86362	0
6	1677509335.69174	1677509335.88206	1
3	1677509335.86362	1677509335.98005	0
2	1677509335.88206	1677509336.01842	1
1	1677509335.98005	1677509336.08446	0
7	1677509335.83065	1677509336.16668	2
3	1677509336.01842	1677509336.21261	1
4	1677509336.08446	1677509336.24216	0
0	1677509336.16668	1677509336.27956	2
5	1677509336.21261	1677509336.33817	1
4	1677509336.24216	1677509336.36685	0
7	1677509336.27956	1677509336.49426	2
5	1677509336.33817	1677509336.51626	1
2	1677509336.36685	1677509336.54211	0
0	1677509336.54211	1677509336.58069	0
3	1677509336.49426	1677509336.66531	2
6	1677509336.51626	1677509336.69164	1
5	1677509336.58069	1677509336.73015	0
0	1677509336.66531	1677509336.76464	2
1	1677509336.66531	1677509336.76464	2
3	1677509336.69164	1677509336.88876	1
5	1677509336.73015	1677509336.93386	0
0	1677509336.93386	1677509337.00004	0
1	1677509336.93386	1677509337.00004	0
2	1677509336.76464	1677509337.02420	2
7	1677509336.88876	1677509337.10082	1
0	1677509337.02420	1677509337.13622	2
1	1677509337.02420	1677509337.13622	2
4	1677509337.00004	1677509337.17557	0
0	1677509337.13622	1677509337.20713	2
1	1677509337.17557	1677509337.24954	0
2	1677509337.10082	1677509337.36928	1
4	1677509337.24954	1677509337.42605	0
3	1677509337.20713	1677509337.45437	2
0	1677509337.42605	1677509337.48181	0
6	1677509337.36928	1677509337.53828	1
3	1677509337.53828	1677509337.67204	1
2	1677509337.45437	1677509337.68996	2
6	1677509337.67204	1677509337.79436	1
7	1677509337.48181	1677509337.83326	0
3	1677509337.68996	1677509337.84804	2
0	1677509337.83326	1677509337.91818	0
1	1677509337.83326	1677509337.91818	0
5	1677509337.79436	1677509337.95441	1
0	1677509337.91818	1677509337.99985	0
1	1677509337.91818	1677509337.99985	0
3	1677509337.84804	1677509338.01514	2
2	1677509337.95441	1677509338.09443	1
4	1677509338.01514	1677509338.13116	2
1	1677509338.09443	1677509338.16489	1
0	1677509338.13116	1677509338.19895	2
4	1677509338.16489	1677509338.28467	1
6	1677509337.99985	1677509338.38519	0
7	1677509338.19895	1677509338.42322	2
2	1677509338.28467	1677509338.44810	1
0	1677509338.42322	1677509338.48818	2
5	1677509338.38519	1677509338.51524	0
1	1677509338.48818	1677509338.55103	2
0	1677509338.51524	1677509338.57974	0
2	1677509338.44810	1677509338.59431	1
0	1677509338.57974	1677509338.64300	0
2	1677509338.59431	1677509338.70479	1
5	1677509338.64300	1677509338.84786	0
7	1677509338.55103	1677509339.02253	2
6	1677509338.70479	1677509339.07414	1
2	1677509338.84786	1677509339.09176	0
4	1677509339.02253	1677509339.17032	2
5	1677509339.07414	1677509339.22580	1
3	1677509339.09176	1677509339.24665	0
1	1677509339.17032	1677509339.27425	2
4	1677509339.22580	1677509339.39304	1
5	1677509339.27425	1677509339.43419	2
1	1677509339.39304	1677509339.46544	1
6	1677509339.24665	1677509339.58254	0
3	1677509339.43419	1677509339.62328	2
7	1677509339.46544	1677509339.66922	1
4	1677509339.58254	1677509339.71460	0
6	1677509339.62328	1677509339.77588	2
5	1677509339.66922	1677509339.81705	1
4	1677509339.71460	1677509339.85973	0
3	1677509339.77588	1677509339.90533	2
2	1677509339.90533	1677509340.02800	2
7	1677509339.81705	1677509340.13865	1
3	1677509340.02800	1677509340.17505	2
6	1677509339.85973	1677509340.19775	0
0	1677509340.13865	1677509340.23602	1
1	1677509340.13865	1677509340.23602	1
3	1677509340.17505	1677509340.33226	2
2	1677509340.23602	1677509340.36735	1
0	1677509340.33226	1677509340.41133	2
1	1677509340.33226	1677509340.41133	2
5	1677509340.19775	1677509340.46513	0
3	1677509340.41133	1677509340.52349	2
7	1677509340.36735	1677509340.58017	1
3	1677509340.52349	1677509340.67367	2
6	1677509340.46513	1677509340.69712	0
2	1677509340.58017	1677509340.78094	1
5	1677509340.67367	1677509340.82763	2
3	1677509340.69712	1677509340.85675	0
2	1677509340.78094	1677509340.89809	1
5	1677509340.85675	1677509341.03221	0
3	1677509340.89809	1677509341.07092	1
0	1677509341.03221	1677509341.09991	0
7	1677509340.82763	1677509341.14044	2
0	1677509341.14044	1677509341.18103	2
0	1677509341.18103	1677509341.21017	2
0	1677509341.21017	1677509341.24704	2
5	1677509341.07092	1677509341.28593	1
6	1677509341.09991	1677509341.33143	0
4	1677509341.24704	1677509341.36349	2
0	1677509341.36349	1677509341.40345	2
3	1677509341.28593	1677509341.42416	1
2	1677509341.33143	1677509341.48943	0
4	1677509341.40345	1677509341.53357	2
5	1677509341.48943	1677509341.67685	0
6	1677509341.42416	1677509341.71140	1
7	1677509341.53357	1677509341.74740	2
0	1677509341.71140	1677509341.78591	1
1	1677509341.71140	1677509341.78591	1
2	1677509341.74740	1677509341.86277	2
5	1677509341.67685	1677509341.91670	0
0	1677509341.86277	1677509341.94446	2
1	1677509341.86277	1677509341.94446	2
4	1677509341.78591	1677509341.96570	1
0	1677509341.94446	1677509342.00668	2
1	1677509341.94446	1677509342.00668	2
0	1677509342.00668	1677509342.07967	2
1	1677509342.00668	1677509342.07967	2
5	1677509341.96570	1677509342.15929	1
1	1677509342.15929	1677509342.19471	1
7	1677509341.91670	1677509342.21961	0
3	1677509342.07967	1677509342.25178	2
3	1677509342.25178	1677509342.37615	2
5	1677509342.19471	1677509342.40018	1
6	1677509342.21961	1677509342.43431	0
0	1677509342.40018	1677509342.47646	1
1	1677509342.40018	1677509342.47646	1
4	1677509342.37615	1677509342.56144	2
2	1677509342.43431	1677509342.59734	0
7	1677509342.47646	1677509342.67112	1
5	1677509342.56144	1677509342.69371	2
0	1677509342.67112	1677509342.75206	1
1	1677509342.67112	1677509342.75206	1
2	1677509342.59734	1677509342.76713	0
1	1677509342.75206	1677509342.80127	1
4	1677509342.69371	1677509342.86334	2
0	1677509342.80127	1677509342.89280	1
1	1677509342.80127	1677509342.89280	1
3	1677509342.76713	1677509342.91897	0
6	1677509342.86334	1677509343.00735	2
2	1677509342.89280	1677509343.03700	1
4	1677509342.91897	1677509343.07005	0
1	1677509343.07005	1677509343.10170	0
6	1677509343.03700	1677509343.17854	1
0	1677509343.10170	1677509343.20904	0
1	1677509343.10170	1677509343.20904	0
7	1677509343.00735	1677509343.29761	2
3	1677509343.17854	1677509343.32605	1
2	1677509343.20904	1677509343.40012	0
4	1677509343.29761	1677509343.44631	2
6	1677509343.32605	1677509343.51726	1
3	1677509343.40012	1677509343.53587	0
1	1677509343.51726	1677509343.55994	1
6	1677509343.55994	1677509343.69179	1
2	1677509343.53587	1677509343.71171	0
1	1677509343.71171	1677509343.75219	0
7	1677509343.44631	1677509343.77756	2
0	1677509343.77756	1677509343.83386	2
1	1677509343.77756	1677509343.83386	2
4	1677509343.69179	1677509343.84935	1
0	1677509343.83386	1677509343.91067	2
