4	1677494894.06570	1677494894.27324	0
6	1677494894.09910	1677494894.31589	1
3	1677494894.10913	1677494894.40488	2
4	1677494894.27324	1677494894.46461	0
1	1677494894.31589	1677494894.49548	1
3	1677494894.40488	1677494894.59075	2
6	1677494894.46461	1677494894.63045	0
7	1677494894.49548	1677494894.77171	1
5	1677494894.63045	1677494894.80772	0
2	1677494894.59075	1677494894.82671	2
4	1677494894.77171	1677494894.93249	1
5	1677494894.80772	1677494894.98417	0
0	1677494894.93249	1677494895.06647	1
1	1677494894.93249	1677494895.06647	1
6	1677494894.98417	1677494895.14087	0
4	1677494895.06647	1677494895.18768	1
7	1677494894.82671	1677494895.23715	2
5	1677494895.18768	1677494895.31759	1
6	1677494895.14087	1677494895.35514	0
4	1677494895.23715	1677494895.37021	2
3	1677494895.31759	1677494895.45404	1
0	1677494895.37021	1677494895.50030	2
6	1677494895.35514	1677494895.58300	0
1	1677494895.45404	1677494895.59673	1
2	1677494895.59673	1677494895.72365	1
4	1677494895.58300	1677494895.76125	0
1	1677494895.72365	1677494895.77708	1
3	1677494895.76125	1677494895.87421	0
7	1677494895.50030	1677494895.92243	2
5	1677494895.77708	1677494895.94150	1
0	1677494895.87421	1677494895.96971	0
5	1677494895.94150	1677494896.09034	1
4	1677494895.92243	1677494896.12441	2
7	1677494895.96971	1677494896.18991	0
2	1677494896.12441	1677494896.26244	2
3	1677494896.18991	1677494896.35540	0
0	1677494896.35540	1677494896.40161	0
5	1677494896.09034	1677494896.43438	1
6	1677494896.26244	1677494896.48513	2
0	1677494896.43438	1677494896.53680	1
1	1677494896.43438	1677494896.53680	1
4	1677494896.40161	1677494896.58553	0
3	1677494896.48513	1677494896.63716	2
2	1677494896.58553	1677494896.74365	0
0	1677494896.74365	1677494896.80813	0
1	1677494896.74365	1677494896.80813	0
6	1677494896.53680	1677494896.83792	1
7	1677494896.63716	1677494896.89617	2
0	1677494896.83792	1677494896.93079	1
1	1677494896.83792	1677494896.93079	1
3	1677494896.80813	1677494896.96616	0
